titulo,empresa,enlace,ubicacion,modalidad,tipo_empleo,tecnologias,fecha,descripcion
Senior Software Engineer,Datadog,https://www.tecnoempleo.com/senior-software-engineer-datadog/kubernetes-docker-golang-c/rf-757b1c3b72eca3af5c44,12/05/2025,Actualizada,Barcelona,"Kubernetes, Docker, Golang",Actualizada,"Did you discover containers over the past few years, and have you been running them in production ever since? Did you dive into the Docker and Kubernetes code bases or follow ...KubernetesDockerGolang"
Software Engineering Analyst,Santander,https://www.tecnoempleo.com/software-engineering-analyst-santander/kubernetes-elk-api/rf-16e7131cf2aed3d75446,12/05/2025,Actualizada,Madrid,"Kubernetes, ELK, API",Actualizada,"Título de la posición: IT Platform Developer  
División/Sociedad: Santander Global Cards  
Área: IT Operations  
Localización: Madrid - CGS  

Santander Global Cards...KubernetesELKAPI"
IT Data & Configuration Analyst,Santander,https://www.tecnoempleo.com/it-data-configuration-analyst-santander/servicenow-cmdb/rf-bcc9190ce270b3ff4f42,12/05/2025,Actualizada,Málaga,"ServiceNow, CMDB",Actualizada,"IT Data & Configuration Analyst (Málaga) - SCIB

Country: Spain

SCIB está buscando un/a Analista en IT Data & Configuration Analyst para nuestro Hub de Málaga.

POR QUÉ ...ServiceNowCMDB"
Desarrollador Salesforce,Deloitte,https://www.tecnoempleo.com/desarrollador-salesforce-deloitte/salesforce/rf-7e5811d91251837c3546,12/05/2025,Actualizada,Sevilla,Salesforce,Actualizada,"´Te imaginas participando en la transformación de las principales organizaciones nacionales e internacionales? 

En Deloitte estamos comprometidos con generar un impacto en ...Salesforce"
Data Architecture Specialist,Accenture,https://www.tecnoempleo.com/data-architecture-specialist-accenture/etl-sql/rf-f1671460826953fa7044,12/05/2025,Actualizada,Madrid,"ETL, SQL",Actualizada,"Accenture Song accelerates growth and value for our clients through sustained customer relevance. Our capabilities span ideation to execution: growth, product and experience ...ETLSQL"
Junior Java Developer,EY,https://www.tecnoempleo.com/junior-java-developer-ey/java-sql/rf-328f1e16f22f03408f46,12/05/2025,Actualizada,Málaga,"java, SQL",Actualizada,"The opportunity

As a Java Developer in Insurance Consulting, you will participate in various streams of Insurance platform implementation projects, collaborate with agile ...javaSQL"
Desarrollador Salesforce,Deloitte,https://www.tecnoempleo.com/desarrollador-salesforce-deloitte/salesforce/rf-d0911b2862f8631f0244,12/05/2025,Actualizada,Zaragoza,Salesforce,Actualizada,"´Te imaginas participando en la transformación de las principales organizaciones nacionales e internacionales? 

En Deloitte estamos comprometidos con generar un impacto en ...Salesforce"
Python Developer,Page Personnel,https://www.tecnoempleo.com/python-developer-page-personnel/python-fastapi-django/rf-c1d41b3b328b43b07f4f,12/05/2025,Actualizada,Barcelona,"Python, FastAPI, Django",Actualizada,"Perfil buscado (Hombre/Mujer)

• Crear código reutilizable y bibliotecas para uso futuro.
• Colaborar con desarrolladores, diseñadores, QA y administradores del sistema...PythonFastAPIDjango"
Perfil electrónica,HAYS,https://www.tecnoempleo.com/perfil-electronica-hays/electronica-c-python/rf-a3821509e24103a2fb43,12/05/2025,Actualizada,Bizkaia,"electronica, C, Python",Actualizada,"PUESTO PTO. ELECTRÓNICA

Formación mínima:Grado en rama electrónica. 

Tareas a realizar:Colaborar en la definición de requisitos de los nuevos dispositivos electrónicos...electronicaCPython"
Consultor/a de Observabilidad,NPR Spain,https://www.tecnoempleo.com/consultor-observabilidad-npr-spain/elk-elastic-stack-grafana-mail-servers-/rf-ee33141c621853704048,12/05/2025,Actualizada,Madrid,"ELK, Elastic Stack, Grafana",Actualizada,"En NPR Spain, buscamos un/a Consultor/a de Observabilidad con experiencia en la implementación y administración de soluciones basadas en ELK, Grafana, Prometheus y APM. Si ...ELKElastic StackGrafana"
Programador/a PHP ¡Cliente Final!,Digital Talent Agency,https://www.tecnoempleo.com/programador-php-cliente-final-digital-talent-agenc/php-laravel-symfony-mys/rf-a3851a59c235c3bb6242,12/05/2025,Actualizada,100% remoto,"php, laravel, symfony",Actualizada,"En la actualidad estamos seleccionando, para incorporación a CLIENTE FINAL, un perfil de:

-PROGRAMADOR/a PHP


MODALIDAD DE TRABAJO: Remoto 100% desde cualquier ubicación ...phplaravelsymfony"
Service Manager,PSS,https://www.tecnoempleo.com/service-manager-pss/system-center-microsoft-endpoint-intune-m365/rf-de2f1cb69297b3692e40,12/05/2025,Actualizada,100% remoto,"System Center, Microsoft Endpoint, Intune",Actualizada,"¿Te gustaría unirte a un departamento formado por personas apasionadas por el mundo de la tecnología? ¿Eres un experto en asumir nuevos retos, y seguir formándote en tu ...System CenterMicrosoft EndpointIntune"
Desarrollador/a Java Microservicios,Digital Talent Agency,https://www.tecnoempleo.com/desarrollador-java-microservicios-digital-talent-a/java-spring-microservic/rf-cc3c102af25483ae7e4f,12/05/2025,Actualizada,100% remoto,"java, spring, microservicios",Actualizada,"¡Hola, futuro compañero/a! 

¿Te apasiona la programación y quieres unirte a un equipo dinámico y en constante crecimiento? Si tienes al menos 2 años de experiencia en ...javaspringmicroservicios"
Gestor/a de proyecto Web Junior,Digital Talent Agency,https://www.tecnoempleo.com/gestor-proyecto-web-junior-digital-talent-agency/java-php-wordpress-lifera/rf-6d1b1b5fe2f3e38e414f,12/05/2025,Actualizada,100% remoto,"java, php, wordpress",Actualizada,En Zemsania buscamos un/a Gestor/a de Proyectos Web Junior para unirse a nuestro equipo en un entorno remoto. Buscamos una persona apasionada por la tecnología web y con ...javaphpwordpress
Analista Programador/a Senior ASO/APX,Social You,https://www.tecnoempleo.com/analista-programador-senior-aso-apx-social-you/aso-apx-lrba/rf-79fd15fce2d2e378604e,12/05/2025,Actualizada,100% remoto,"aso, apx, lrba",Actualizada,"Estamos buscando incorporar Analista Programador/a Senior para formar parte de un proyecto 100% remoto desde España del sector financiero.

Requisitos:
Certificaciones: ...asoapxlrba"
Técnico/a Informático/a de Sistemas,FRESCOS Y ELABORADOS DELISANO,https://www.tecnoempleo.com/tecnico-informatico-sistemas-frescos-elaborados-de/windows-linux-vmware-po/rf-91c31126028f734db348,12/05/2025,Actualizada,Valencia,"windows, linux, VMware",Actualizada,"DETALLES DE LA OFERTA: 

Seleccionamos un/a Especialista en Informática de Sistemas para nuestro departamento de Informática de Gestión.
Las funciones principales del ...windowslinuxVMware"
Programador/a Senior en Delphi,Electro dh,https://www.tecnoempleo.com/programador-senior-en-delphi-electro-dh/delphi-sql-orm-linux/rf-d6751d0f92ca4366ec44,12/05/2025,Actualizada,Barcelona,"Delphi, Sql, Orm",Actualizada,"Ubicación: Empresa ubicada en L´Hospitalet de Llobregat
Sector: Comercialización de productos electrónicos y artículos para el hogar
Modalidad: Presencial con opción de ...DelphiSqlOrm"
Diseñador/a Digital Senior,Hito Studio,https://www.tecnoempleo.com/disenador-digital-senior-hito-studio/figma-photoshop-illustrator-framer-ad/rf-56e61101122753744244,12/05/2025,Actualizada,Madrid,"Figma, Photoshop, Illustrator",Actualizada,"En Hito Studio, agencia de marketing digital, diseño y programación, buscamos un/a diseñador/a digital senior con experiencia demostrable en diseño gráfico y digital.
...FigmaPhotoshopIllustrator"
Técnico Informático con experiencia,Difusión Elite,https://www.tecnoempleo.com/tecnico-informatico-con-experiencia-difusion-elite/windows-vpn-redes/rf-6c611cd8726323a61c44,12/05/2025,Actualizada,Madrid,"Windows, VPN, redes",Actualizada,"Buscamos un profesional con amplios conocimientos en entornos Windows, tanto en Desktop como en Server, para unirse a nuestro equipo de soporte técnico. El candidato ideal ...WindowsVPNredes"
Programador/a Java/Spring con francés,Sopra Steria,https://www.tecnoempleo.com/programador-java-spring-con-frances-sopra-steria/java-spring/rf-ca551033c2c8b3430c4c,12/05/2025,Actualizada,Sevilla,"Java, Spring",Actualizada,"Porque trabajar en Sopra Steria, también es sentir Sopra Steria.

Somos un reconocido líder europeo en consultoría, servicios digitales y desarrollo de software, con ...JavaSpring"
Dynamics Developer,Axpo Group,https://www.tecnoempleo.com/dynamics-developer-axpo-group/power-platform-dynamics-365/rf-95eb1455a2b6733a2340,12/05/2025,Actualizada,Madrid,"Power Platform, Dynamics 365",Actualizada,"Workload: 80-100%

As a Power Platform - Microsoft Dynamics Developer, you will develop applications using the full stack of the Power Platform (customizing, custom APIs, ...Power PlatformDynamics 365"
Software Engineer,Sopra Steria,https://www.tecnoempleo.com/software-engineer-sopra-steria/java-microservicios-spring/rf-46cf1fb37259f330c341,12/05/2025,Actualizada,Sevilla,"java, microservicios, spring",Actualizada,"Somos un reconocido líder europeo en consultoría, servicios digitales y desarrollo de software, con cerca de 56.000 empleados en casi 30 países y más de 4.000 en España...javamicroserviciosspring"
MuleSoft Integration Engineer,Axpo Group,https://www.tecnoempleo.com/mulesoft-integration-engineer-axpo-group/mulesoft-rest/rf-ed6014e07294e3144446,12/05/2025,Actualizada,Madrid,"MuleSoft, REST",Actualizada,"Workload: 100%

Axpo Group IT is the technological backbone of our organization with over 300 IT experts providing IT services to all other Axpo companies and business areas...MuleSoftREST"
Desarrollador/a AB Initio,Sopra Steria,https://www.tecnoempleo.com/desarrollador-ab-initio-sopra-steria/etl-ab-initio-sql/rf-a3ec1ae71298b38ae242,12/05/2025,Actualizada,Madrid,"ETL, AB Initio, SQL",Actualizada,"¿QUÉ RETO TE PROPONEMOS?

Tu misión será instalar, desarrollar y desplegar la plataforma AB Initio, que actualmente se utiliza para la gestión de la Gobernanza de Datos...ETLAB InitioSQL"
SAP Frontend/Mobile Developer,Axpo Group,https://www.tecnoempleo.com/sap-frontend-mobile-developer-axpo-group/sap-fiori/rf-9d8e1dba92ea23063841,12/05/2025,Actualizada,Madrid,"sap, fiori",Actualizada,"Workload: 100%

Be part of an exciting journey: Join our startup-like team within a well-established Swiss energy company. Based in Madrid, you´ll play a key role in ...sapfiori"
Programador/a .NET,Devoteam,https://www.tecnoempleo.com/programador-net-devoteam/net-razor-blazor-html-css/rf-63ba19bc027983dfeb4e,12/05/2025,Actualizada,Madrid,".net, Razor, Blazor",Actualizada,"Devoteam es una consultora europea líder enfocada en estrategia digital, plataformas
tecnológicas, ciberseguridad y transformación empresarial a través de la tecnología....netRazorBlazor"
Enterprise Agile Coach,Axpo Group,https://www.tecnoempleo.com/enterprise-agile-coach-axpo-group/agile-scrum-kanban/rf-81b81280d29ff36d3b44,12/05/2025,Actualizada,Madrid,"agile, Scrum, Kanban",Actualizada,"Axpo´s Digital Pods are at the forefront of our digital transformation, ensuring we stay competitive in a dynamic market. As an Enterprise Agile Coach, you´ll champion ...agileScrumKanban"
Programador/a .NET/Angular,Sopra Steria,https://www.tecnoempleo.com/programador-net-angular-sopra-steria/net-angular/rf-7aa41f3cd2a393b0f446,12/05/2025,Actualizada,Sevilla,".net, angular",Actualizada,"Tenemos pasión por lo digital y al igual que tú, buscamos la mejor de las aventuras. Queremos que tu día a día se convierta en la mejor de tus inspiraciones. Que aprendas....netangular"
Senior Full-Stack Developer,Axpo Group,https://www.tecnoempleo.com/senior-full-stack-developer-axpo-group/c-rabit-mq-javascript/rf-764716f282acf3c1f94a,12/05/2025,Actualizada,Madrid,"C#, Rabit MQ, JavaScript",Actualizada,"About Axpo

Axpo is Switzerland´s largest producer of renewable energy, as well as an international leader in energy trading and the marketing of solar and wind power. At ...C#Rabit MQJavaScript"
Salesforce Technical Lead,Criteo,https://www.tecnoempleo.com/salesforce-technical-lead-criteo/salesforce-apex/rf-be101580526403c1ed44,12/05/2025,Actualizada,Barcelona,"Salesforce, APEX",Actualizada,"What You´ll Do:

CRITEO is looking for a SalesforceTechnical Lead to join our XRM Tribe within our amazing Internal IT Team! 

The ITT is in charge to provide IT ...SalesforceAPEX"
DevOps Engineer,Factorial,https://www.tecnoempleo.com/devops-engineer-factorial/azure-aws-mysql-linux/rf-1fb01523225dd3a78349,12/05/2025,Actualizada,Barcelona,"azure, AWS, MySQL",Actualizada,"Hello! 

We´re excited to announce an opening for a Mid DevOps Engineer to join our Infrastructure Team within the Platform Domain in Barcelona.

About the position

As...azureAWSMySQL"
Java Analyst,Plexus,https://www.tecnoempleo.com/java-analyst-plexus/java-oracle-sql/rf-988212d9020733844c4f,12/05/2025,Actualizada,100% remoto,"java, Oracle, SQL",Actualizada,"Join Plexus Tech. We´re looking for a Java Analyst.
 
Requirements:
 
  - Professional training related to IT or similar.
 - At least 5 years of experience developing IT...javaOracleSQL"
Programador Plc y Scadas,Randstad ES,https://www.tecnoempleo.com/programador-plc-scadas-randstad-es/plc-scada-windows-linux/rf-2f121b7812a5f3e2444e,12/05/2025,Actualizada,Madrid,"plc, scada, Windows",Actualizada,"¿Tienes experiencia como Programador de PLC? ¿Quieres entrar en un proyecto nuevo?
 
nuestro cliente
 
Empresa nacional dedicada al acero.
 
tus funciones
 
...plcscadaWindows"
Senior Software Engineer - Back Office,Factorial,https://www.tecnoempleo.com/senior-software-engineer-back-office-factorial/ruby-on-rails-react/rf-3f0a1aae22ec333c5644,12/05/2025,Actualizada,Barcelona,"Ruby on Rails, React",Actualizada,"**Hello! At Factorial, we´re looking for a Senior Software Engineer with a broad experience programming in **Ruby on Rails to join our **Back Office Team within the Platform ...Ruby on RailsReact"
Desarrollador Frontend - Móviles,Randstad ES,https://www.tecnoempleo.com/desarrollador-frontend-moviles-randstad-es/ionic-react-native-flutter/rf-2c671cafa247d38c4446,12/05/2025,Actualizada,Madrid,"ionic, react native, flutter",Actualizada,"¿Te apasiona el desarrollo Frontend de Aplicaciones Móviles y buscas proyectos innovadores? Podrás incorporarte directamente en una empresa multinacional, tendrás la ...ionicreact nativeflutter"
Systems administrator,Plexus,https://www.tecnoempleo.com/systems-administrator-plexus/active-directory-dns-nagios/rf-881e1474c281c337d246,12/05/2025,Actualizada,100% remoto,"Active Directory, DNS, Nagios",Actualizada,"Join Plexus Tech. We´re looking for a Systems Administrator.
 
Requirements:
 
  - 7 years of experience in IT projects
 - 5 years of experience in systems ...Active DirectoryDNSNagios"
Desarrollador Fullstack,Randstad ES,https://www.tecnoempleo.com/desarrollador-fullstack-randstad-es/react-javascript-typescript-node/rf-4204118f227c83457941,12/05/2025,Actualizada,Barcelona,"React, JavaScript, TypeScript",Actualizada,"Buscamos un/a Full Stack Developer con experiencia en Node.js, React y MongoDB para trabajar en soluciones innovadoras que combinan Edge Computing, gestión masiva de datos, y...ReactJavaScriptTypeScript"
Product Support Team Lead,Factorial,https://www.tecnoempleo.com/product-support-team-lead-factorial/team-lead/rf-2818180882752343de4d,12/05/2025,Actualizada,Barcelona,Team Lead,Actualizada,Hello!At Factorial we´re looking for a new Product Support Team Lead to help us boost the company’s support team to the next level. Ready to be part of the challenge?** The...Team Lead
Jira Administrator,Axpo Group,https://www.tecnoempleo.com/jira-administrator-axpo-group/jira-scriptrunner/rf-0dc1147fd2d0c33f9741,12/05/2025,Actualizada,Madrid,"jira, Scriptrunner",Actualizada,"Workload: 100%

Are you passionate about helping teams optimize collaboration and efficiency through cutting-edge tools? At Axpo, Switzerland´s leading energy company, we ...jiraScriptrunner"
Microsoft Azure Technical Support 24x7,Devoteam,https://www.tecnoempleo.com/microsoft-azure-technical-support-24x7-devoteam/azure-m365/rf-b64a108082c8132cf641,12/05/2025,Actualizada,Madrid,"azure, M365",Actualizada,"Company Description

Devoteam es una consultora líder en Europa centrada en estrategia digital, plataformas tecnológicas, ciberseguridad y transformación empresarial a ...azureM365"
Desarrollador/a backend java,Sopra Steria,https://www.tecnoempleo.com/desarrollador-backend-java-sopra-steria/java-spring/rf-b5a11b3ee2f403f03249,12/05/2025,Actualizada,Cádiz,"java, spring",Actualizada,"¿Qué reto proponemos?
- Trabajar como desarrollador/a java senior, dentro de un equipo de grandes profesionales, establecer los estándares técnicos de desarrollo y ...javaspring"
Data Engineer (Snowflake),Devoteam,https://www.tecnoempleo.com/data-engineer-snowflake-devoteam/snowflake-sql-python/rf-dd5813d9f28aa3bf3547,12/05/2025,Actualizada,100% remoto,"Snowflake, SQL, Python",Actualizada,"Devoteam es una consultora europea líder enfocada en estrategia digital, plataformas tecnológicas, ciberseguridad y transformación empresarial a través de la tecnología...SnowflakeSQLPython"
Programador/a Java/Angular con francés,Sopra Steria,https://www.tecnoempleo.com/programador-java-angular-con-frances-sopra-steria/java-angular/rf-37f219c2621d238f3747,12/05/2025,Actualizada,Sevilla,"Java, Angular",Actualizada,"Porque trabajar en Sopra Steria, también es sentir Sopra Steria.

Somos un reconocido líder europeo en consultoría, servicios digitales y desarrollo de software, con ...JavaAngular"
Programador/a Angular,Sopra Steria,https://www.tecnoempleo.com/programador-angular-sopra-steria/angular/rf-6f4819f6826263c17c40,12/05/2025,Actualizada,Sevilla,Angular,Actualizada,"Porque trabajar en Sopra Steria, también es sentir Sopra Steria.

Somos un reconocido líder europeo en consultoría, servicios digitales y desarrollo de software, con ...Angular"
Desarrollador/a Java Junior,Sopra Steria,https://www.tecnoempleo.com/desarrollador-java-junior-sopra-steria/java/rf-89411b85e2aeb3056646,12/05/2025,Actualizada,Madrid,java,Actualizada,"Somos un reconocido líder europeo en consultoría, servicios digitales y desarrollo de software, con cerca de 56.000 empleados en casi 30 países y más de 4.000 en España...java"
Data Engineer - Scala y Pyspark,Sopra Steria,https://www.tecnoempleo.com/data-engineer-scala-pyspark-sopra-steria/scala-pyspark-etl-sql/rf-473c108d82595374c04e,12/05/2025,Actualizada,Madrid,"Scala, Pyspark, ETL",Actualizada,"Somos un reconocido líder europeo en consultoría, servicios digitales y desarrollo de software, con cerca de 56.000 empleados en casi 30 países y más de 4.000 en España...ScalaPysparkETL"
Desarrollador Full React Java Spring,Devoteam,https://www.tecnoempleo.com/desarrollador-full-react-java-spring-devoteam/react-java-spring/rf-54ea155e8264f3508447,12/05/2025,Actualizada,Madrid,"React, Java, Spring",Actualizada,"Devoteam es una consultora europea líder enfocada en estrategia digital, plataformas
tecnológicas, ciberseguridad y transformación empresarial a través de la tecnología...ReactJavaSpring"
Data and Analytics Engineer,Axpo Group,https://www.tecnoempleo.com/data-and-analytics-engineer-axpo-group/azure-spark-python-sql/rf-053e1ec192ad33368f44,12/05/2025,Actualizada,Madrid,"azure, Spark, Python",Actualizada,"Workload: 100%

As a Data & Analytics Engineer, you will play a pivotal role in empowering teams across Axpo Trading and Sales to effectively utilize our Data and Analytics ...azureSparkPython"
Senior React Developer,Cognizant Technology Solutions,https://www.tecnoempleo.com/senior-react-developer-cognizant-technology-soluti/react/rf-5ee2147a4274737a104e,12/05/2025,Actualizada,Madrid,react,Actualizada,"English and Spanish Required / Madrid-based

Are you one of those Front-end Developers who loves to learn from and teach your colleagues, push yourself to the limit, and ...react"
Senior Software Engineer -  Operations Domain,Factorial,https://www.tecnoempleo.com/senior-software-engineer-operations-domain-factori/ruby-react/rf-4c841dad82f53397954e,12/05/2025,Actualizada,Barcelona,"ruby, react",Actualizada,"**Hello!We´re looking for a **Senior level Engineer to join in the Operations Domain. We want someone who will add positively to the team´s culture, being **fully remote ...rubyreact"
Referente Técnico/a Java (PMO),Sopra Steria,https://www.tecnoempleo.com/referente-tecnico-java-pmo-sopra-steria/java-itil/rf-9b8719f2a272d3ee0c4a,12/05/2025,Actualizada,Sevilla,"java, ITIL",Actualizada,"Somos un reconocido líder europeo en consultoría, servicios digitales y desarrollo de software, con cerca de 56.000 empleados en casi 30 países y más de 4.000 en España...javaITIL"
Analista Programador/a Python,Aubay,https://www.tecnoempleo.com/analista-programador-python-aubay/python-langchain-docker-kubernetes-pytor/rf-48fa16e0923c2316eb4a,12/05/2025,Actualizada,100% remoto,"Python, Langchain, Docker",Actualizada,La persona se encargaría de trabajar como Analista Programador en proyectos de IA (mejorar modelos de IA combinando generación de texto con recuperación de información...PythonLangchainDocker
Google Cloud Security Tech Lead,Devoteam,https://www.tecnoempleo.com/google-cloud-security-tech-lead-devoteam/gcp-cspm-ciem-cnapp-siem/rf-645b1580320563fc384d,12/05/2025,Actualizada,Madrid,"GCP, CSPM, CIEM",Actualizada,"Devoteam es una consultora líder en Europa centrada en estrategia digital, plataformas tecnológicas, ciberseguridad y transformación empresarial a través de la tecnología...GCPCSPMCIEM"
IT Business Analyst,Sopra Steria,https://www.tecnoempleo.com/it-business-analyst-sopra-steria/sql-soap-rest/rf-5c881d4da26e7384ac47,12/05/2025,Actualizada,Barcelona,"SQL, SOAP, REST",Actualizada,"We are renowned European world leader in consulting, digital services and software development with 56.000 employees in almost 30 countries and more than 4.000 employees in ...SQLSOAPREST"
Becario/a Protección de Datos,Devoteam,https://www.tecnoempleo.com/becario-proteccion-datos-devoteam/iso-ens-rgpd/rf-1a571bbcb2c543969242,12/05/2025,Actualizada,Madrid,"ISO, ENS, RGPD",Actualizada,"Devoteam es una consultora europea líder enfocada en estrategia digital, plataformas tecnológicas, ciberseguridad y transformación empresarial a través de la tecnología. ...ISOENSRGPD"
It Project Manager,Randstad ES,https://www.tecnoempleo.com/it-project-manager-randstad-es/pm-project-manager/rf-5ed21173c22573f7094d,12/05/2025,Actualizada,Barcelona,"PM, Project Manager",Actualizada,"¿Te interesaría seguir desarrollando tu carrera como IT Project Manager en proyectos estables?

nuestro cliente
 
Quienes somos: Randstad Digital somos la empresa de ...PMProject Manager"
Analista de Datos Python Sql,Randstad ES,https://www.tecnoempleo.com/analista-datos-python-sql-randstad-es/python-sql/rf-06d211d132cb83f3bc45,12/05/2025,Actualizada,Madrid,"Python, SQL",Actualizada,¿Tienes experiencia como analista de datos en Python y SQL? ¿Te gustaría desarrollar su experiencia profesional en estas funciones? En Randstad buscamos personas como t...PythonSQL
Arquitecto de Soluciones DevOps,Devoteam,https://www.tecnoempleo.com/arquitecto-soluciones-devops-devoteam/vmware-linux-windows-openshift/rf-c0e21456524743aca742,12/05/2025,Actualizada,Bizkaia,"VMware, linux, windows",Actualizada,"Devoteam es una consultora europea líder enfocada en estrategia digital, plataformas tecnológicas, ciberseguridad y transformación empresarial a través de la tecnología...VMwarelinuxwindows"
Data Analyst / Data Management,Cognizant Technology Solutions,https://www.tecnoempleo.com/data-analyst-data-management-cognizant-technology-/ml-ops-ai-data/rf-803812045212f3cc0246,12/05/2025,Actualizada,Madrid,"ML Ops, AI, data",Actualizada,"We are seeking a highly skilled and experienced Data Analyst specializing in Data Management with 8 to 11 years of experience.
 
The ideal candidate will have a strong ...ML OpsAIdata"
Desarrollador/a Senior Java,Sopra Steria,https://www.tecnoempleo.com/desarrollador-senior-java-sopra-steria/java/rf-ae0c1c411296f3172447,12/05/2025,Actualizada,Madrid,java,Actualizada,"Somos un reconocido líder europeo en consultoría, servicios digitales y desarrollo de software, con cerca de 56.000 empleados en casi 30 países y más de 4.000 en España...java"
Google Cloud Data Architect,Devoteam,https://www.tecnoempleo.com/google-cloud-data-architect-devoteam/gcp-bigquery-sql/rf-5d1914b1123d33664347,12/05/2025,Actualizada,Madrid,"GCP, BigQuery, SQL",Actualizada,"Devoteam es una consultora líder en Europa centrada en estrategia digital, plataformas tecnológicas, ciberseguridad y transformación empresarial a través de la tecnología...GCPBigQuerySQL"
Técnico/a de Soporte IT,Aubay,https://www.tecnoempleo.com/tecnico-soporte-it-aubay/office/rf-b6ca1a81c20583c09a46,12/05/2025,Actualizada,Barcelona,Office,Actualizada,"Las labores principales son montaje de equipos, instalación de Sistemas operativos, configuración de equipos, resolución de incidencias que puedan surgir en los equipos del...Office"
Desarrollador/a Frontend React,Sopra Steria,https://www.tecnoempleo.com/desarrollador-frontend-react-sopra-steria/react-javascript-redux/rf-b6f91bd0228c2356054b,12/05/2025,Actualizada,Madrid,"React, JavaScript, Redux",Actualizada,"Porque trabajar en Sopra Steria, también es sentir Sopra Steria.

Somos un reconocido líder europeo en consultoría, servicios digitales y desarrollo de software, con ...ReactJavaScriptRedux"
Data Scientist con AWS,Devoteam,https://www.tecnoempleo.com/data-scientist-con-aws-devoteam/python-aws/rf-2e3f14f1c209735abb41,12/05/2025,Actualizada,Madrid,"Python, AWS",Actualizada,"Devoteam lleva más de 25 años comprometidos con la tecnología al servicio de las personas. Con más de 10.000 personas en el grupo, en 20 países de Europa, Oriente Medio y...PythonAWS"
Prácticas Programador/a con francés,Sopra Steria,https://www.tecnoempleo.com/practicas-programador-con-frances-sopra-steria/programacion/rf-c7b51966825a03dd0141,12/05/2025,Actualizada,Sevilla,programacion,Actualizada,"¿Buscas tu primera experiencia como programador/a en la que formarte y crecer en un entorno internacional?

Si vives en Sevilla, ¡Tenemos una misión para ti! :)

¿Te ...programacion"
Full-Stack Developer,Axpo Group,https://www.tecnoempleo.com/full-stack-developer-axpo-group/python-typescript-react/rf-60441d7d82cda36e8246,12/05/2025,Actualizada,Madrid,"Python, TypeScript, React",Actualizada,"Full-Stack Developer (f/m/d)

The Axpo Cloud Platform team is at the forefront of our company´s tech transformation. Based in the heart of Madrid´s AZCA financial district...PythonTypeScriptReact"
Analista Programador .net Blazor,Randstad ES,https://www.tecnoempleo.com/analista-programador-net-blazor-randstad-es/net-blazor-html-css/rf-f850122f0217d384b04a,12/05/2025,Actualizada,Madrid,".net, Blazor, HTML",Actualizada,"¿Eres un apasionad@ del desarrollo de .net con blazor y te interesa seguir desarrollando tu carrera en proyectos estables?
 
nuestro cliente
 
Randstad Digital es la ....netBlazorHTML"
Developer/Data Engineer,Axpo Group,https://www.tecnoempleo.com/developer-data-engineer-axpo-group/python/rf-1c8d16cf22d8236e554c,12/05/2025,Actualizada,Madrid,Python,Actualizada,"Workload: 100%

Are you passionate about data and technology? Do you enjoy empowering businesses to succeed through robust, scalable solutions? Join our dynamic team as a ...Python"
DBA Oracle,Sopra Steria,https://www.tecnoempleo.com/dba-oracle-sopra-steria/oracle-sql/rf-edae148d82e483280b4f,12/05/2025,Actualizada,Madrid,"Oracle, SQL",Actualizada,"Porque trabajar en Sopra Steria, también es sentir Sopra Steria.

Somos un reconocido líder europeo en consultoría, servicios digitales y desarrollo de software, con ...OracleSQL"
PowerBI Junior Data Analyst,Plexus,https://www.tecnoempleo.com/powerbi-junior-data-analyst-plexus/powerbi-power-bi-sql/rf-53141306528013277b41,12/05/2025,Actualizada,100% remoto,"PowerBI, Power BI, SQL",Actualizada,"Join Plexus Tech. We are looking for a Junior Data Analyst with at least 1 year of experience.
 
Requirements:
 
  - Basic knowledge of Databricks
 - Creation of ...PowerBIPower BISQL"
CyberSecurity Analyst,Accenture,https://www.tecnoempleo.com/cybersecurity-analyst-accenture/ciberseguridad-itscm/rf-76b110ae9281e39c734e,12/05/2025,Actualizada,Madrid,"Ciberseguridad, ITSCM",Actualizada,"Accenture, reconocida como Great Place To Work®, una compañía líder mundial en servicios profesionales que ayuda a las principales empresas, administraciones públicas y ...CiberseguridadITSCM"
Data Analyst,Sopra Steria,https://www.tecnoempleo.com/data-analyst-sopra-steria/spark-pyspark-python-pandas/rf-e90c1fdd12d9a3964546,12/05/2025,Actualizada,Madrid,"Spark, PySpark, Python",Actualizada,"Descripción de la empresa

Porque trabajar en Sopra Steria, también es sentir Sopra Steria.

Somos un reconocido líder europeo en consultoría, servicios digitales y ...SparkPySparkPython"
Senior Software Engineer - Foundations,Factorial,https://www.tecnoempleo.com/senior-software-engineer-foundations-factorial/ruby-react/rf-db43100cf2ea33d83648,12/05/2025,Actualizada,Barcelona,"Ruby, React",Actualizada,"**Hello!
Would you love to improve the way companies take care of their people, their most valuable asset? We are looking for a **Senior Software Engineer to join our ...RubyReact"
DevOps Engineer,Factorial,https://www.tecnoempleo.com/devops-engineer-factorial/terraform-ansible-azure-aws/rf-67a31e048241934d6446,12/05/2025,Actualizada,Barcelona,"Terraform, Ansible, azure",Actualizada,"**Hello!We’re excited to announce an opening for a **Mid DevOps Engineer to join our **Infrastructure Team within the Platform Domain in **Barcelona.
About the position
As...TerraformAnsibleazure"
