titulo,empresa,enlace,ubicacion,modalidad,tipo_empleo,tecnologias,fecha,descripcion
SAP Solution Architect,Axiom Software Solutions,https://www.tecnoempleo.com/sap-solution-architect-axiom-software-solutions/sap-hana/rf-db271be7d22ab38fb543,12/05/2025,Actualizada,Provenza-alpes-costa Azul,"sap, hana",Actualizada,"Job Title: SAP Solution Architect  
Location: Marseille, France  
Hybrid 1 day/week  
Fluent in French and English  

Job Description:  

• Lead the design and ...saphana"
Perfiles Front Angular,Second Window,https://www.tecnoempleo.com/perfiles-front-angular-second-window/angular-microfrontends-typescript-rea/rf-48a7132062239330454e,12/05/2025,Actualizada,100% remoto,"Angular, microfrontends, Typescript",Actualizada,"Desde Second Window estamos en búsqueda de diferentes perfiles FrontEnd, tanto Programadores, Analistas Programadores como Arquitectos Front con experiencia principalmente ...AngularmicrofrontendsTypescript"
Analista programador AL - Empresa final,Michael Page,https://www.tecnoempleo.com/analista-programador-al-empresa-final-michael-page/al-programacion/rf-7aa815e5f21a132d5e4e,12/05/2025,Actualizada,Bizkaia,"AL, programacion",Actualizada,"Perfil buscado (Hombre/Mujer)

• Desarrollar y mantener aplicaciones de software en lenguaje AL.
• Analizar los requerimientos del sistema y proponer soluciones eficaces...ALprogramacion"
Business Analyst - Risk & Finance,Axiom Software Solutions,https://www.tecnoempleo.com/business-analyst-risk-finance-axiom-software-solut/sql-agile/rf-15b31524c2e9c3ddd641,12/05/2025,Actualizada,Polonia,"SQL, agile",Actualizada,"Business Analyst – Risk & Finance (5-6 years)
Job type : Contract role 
Job Location : Remote from Poland 

Job Summary: 
A Business Analyst to manage a critical ...SQLagile"
Data Automation Engineer,Santander,https://www.tecnoempleo.com/data-automation-engineer-santander/terraform-github-actions-azure/rf-384017cc021ab35b964c,12/05/2025,Actualizada,Madrid,"Terraform, GitHub Actions, Azure",Actualizada,"Data Automation Engineer - Santander Digital Services

Country: Spain

iHola! Has llegado al sitio donde se desarrolla la tecnología que mejora la vida de 160 millones de...TerraformGitHub ActionsAzure"
Ecommerce Manager,Michael Page,https://www.tecnoempleo.com/ecommerce-manager-michael-page/cms-office/rf-ce7611cf328f136b2a4d,12/05/2025,Actualizada,Barcelona,"CMS, Office",Actualizada,"Perfil buscado (Hombre/Mujer)

• Implementar, mejorar y optimizar continuamente las diferentes páginas web de la compañía para garantizar una experiencia de usuario ...CMSOffice"
Senior Oracle Database Administrator,Oracle,https://www.tecnoempleo.com/senior-oracle-database-administrator-oracle/oracle/rf-a947126712fb3340dd48,12/05/2025,Actualizada,Madrid,Oracle,Actualizada,Are you a Database expert with extensive Oracle Database Administration expertise who enjoys a challenging career and interest in supporting healthcare globally? If you have ...Oracle
Solution architect,Axiom Software Solutions,https://www.tecnoempleo.com/solution-architect-axiom-software-solutions/javascript-typescript-next/rf-092119a632f81369c842,12/05/2025,Actualizada,London,"JavaScript, Typescript, next",Actualizada,"Role: Solution Architect  
Job Type: Contract  
Duration: 6 Months + likely to be extended  
Work Location: ideally commutable to London, Bristol, or Manchester office...JavaScriptTypescriptnext"
Salesforce Consultant Programmer,Plexus,https://www.tecnoempleo.com/salesforce-consultant-programmer-plexus/salesforce/rf-6058105e926a835c6642,12/05/2025,Actualizada,100% remoto,Salesforce,Actualizada,"Join Plexus Tech. We are looking for a Salesforce Programmer Consultant to join the team and be part of one of our projects.

REQUIREMENTS:  
- Solid technical experience ...Salesforce"
Ingeniero/a de ciberseguridad,GMV,https://www.tecnoempleo.com/ingeniero-ciberseguridad-gmv/ciberseguridad-fortinet-palo-alto/rf-8d39156e82d3e38d0b40,12/05/2025,Actualizada,Madrid,"ciberseguridad, Fortinet, Palo Alto",Actualizada,"Si sueñas con ser un espía, pero nunca te ha gustado el Martini 🍸.... ¡Tu sitio está con nosotros!Estamos ampliando nuestros equipos en el sector ciberseguridad para ...ciberseguridadFortinetPalo Alto"
Business Consultant,Axiom Software Solutions,https://www.tecnoempleo.com/business-consultant-axiom-software-solutions/plexus/rf-9ee7167342da031a234d,12/05/2025,Actualizada,Utrecht,Plexus,Actualizada,"Job Title: IT Business Consultant 
Location: Utrecht, NL
Duration: 6-12 month contract
Working Mode: Hybrid
Language: Fluent Dutch and English Mandatory

 
Job ...Plexus"
Analista Programador/a Senior,Krell Consulting & Training,https://www.tecnoempleo.com/analista-programador-senior-krell-consulting-train/aws-node-js-java-javasc/rf-099f1e068258d3ea0a43,12/05/2025,Actualizada,100% remoto,"aws, node js, java",Actualizada,"Descripción
🚀 Buscamos Analista Programador/a Senior En Krell Consulting, estamos en búsqueda de un Analista Programador Senior para un emocionante proyecto internacional...awsnode jsjava"
Support Technician Microsoft,Krell Consulting & Training,https://www.tecnoempleo.com/support-technician-microsoft-krell-consulting-trai/windows-microsoft-365-a/rf-a2281fb4e2902329d444,12/05/2025,Actualizada,Madrid,"Windows, Microsoft 365, Azure",Actualizada,"📅 Tipo de empleo: Tiempo completo
⏳ Experiencia requerida: 2 años

Descripción de la empresa
Krell-consulting es una firma consultora de tecnología reconocida por ...WindowsMicrosoft 365Azure"
Project Manager,Axiom Software Solutions,https://www.tecnoempleo.com/project-manager-axiom-software-solutions/project-manager-pmp-prince2/rf-7a471aee925af3c6d245,12/05/2025,Actualizada,100% remoto,"Project Manager, PMP, PRINCE2",Actualizada,"Job Title: IT Project Manager-HCM Project
Location: Czech Republic
Duration: 12-months contract
Working Mode: Fully Remote
 
Description:
 
Project Manager is to lead...Project ManagerPMPPRINCE2"
DevOps Engineer,AstraZeneca,https://www.tecnoempleo.com/devops-engineer-astrazeneca/eks-aws-cdk-jenkins-github/rf-fe7511b3324433e1944e,12/05/2025,Actualizada,Barcelona,"EKS, AWS CDK, Jenkins",Actualizada,"Location Barcelona (Hybrid work 3 days at the office, 2 days from home)

Are you ready to shape the future of healthcare? Evinova, a healthtech leader under the AstraZeneca ...EKSAWS CDKJenkins"
QA TESTER Manager (Ingles B2/C1),Krell Consulting & Training,https://www.tecnoempleo.com/qa-tester-manager-ingles-b2-c1-madrid/qa-tester/rf-e9611ed8b2ba7343904c,12/05/2025,Actualizada,Madrid,"qa, tester",Actualizada,"Descripción  
En Krell Consulting, nos encontramos en la búsqueda de un QA Tester Manager para trabajar en nuestro equipo de Barcelona, en un proyecto del sector seguros, ...qatester"
Ingeniero/a de Proyectos,Michael Page,https://www.tecnoempleo.com/ingeniero-proyectos-bizkaia/office-sap-autocad/rf-4e101f93b29bc3ca2747,12/05/2025,Actualizada,Bizkaia,"Office, SAP, Autocad",Actualizada,"Perfil buscado (Hombre/Mujer)

Reportando al Jefe de Proyectos de la planta, se responsabilizará de:

• Elaborar, valorar, construir y poner en marcha los nuevos ...OfficeSAPAutocad"
Consultor/a I+D+I (Proyectos TIC),HAYS,https://www.tecnoempleo.com/consultor-i-d-i-proyectos-tic-hays/i-d/rf-38cb1c3932e63311e841,12/05/2025,Actualizada,100% remoto,I+D,Actualizada,"Desde Hays Technology estamos buscando un/a Consultor/a I+D+i, encargado/a de gestionar los proyectos de empresas del sector IT.

Te incorporarás al equipo de proyectos ...I+D"
Salesforce Developer,Aubay,https://www.tecnoempleo.com/salesforce-developer-aubay/salesforce-flow-apex/rf-f32419d7c24483ebc04b,12/05/2025,Actualizada,Barcelona,"Salesforce, Flow, Apex",Actualizada,"Funciones
• Participar en la planificación y ejecución de proyectos de Salesforce. 
• Desarrollar y personalizar funcionalidades en Salesforce para satisfacer las ...SalesforceFlowApex"
Ingeniero/a de ciberseguridad cloud,GMV,https://www.tecnoempleo.com/ingeniero-ciberseguridad-cloud-gmv/ciberseguridad-ztna-fortinet/rf-3c3e13ac22ddc31dee42,12/05/2025,Actualizada,Madrid,"ciberseguridad, ZTNA, fortinet",Actualizada,"Si sueñas con ser un espía, pero nunca te ha gustado el Martini 🍸.... ¡Tu sitio está con nosotros!Estamos ampliando nuestros equipos en el sector de ciberseguridad para...ciberseguridadZTNAfortinet"
Micro strategy Developer,Axiom Software Solutions,https://www.tecnoempleo.com/micro-strategy-developer-axiom-software-solutions/sql/rf-e71f1e7b9264d3b84343,12/05/2025,Actualizada,London,SQL,Actualizada,"Job Description  
Role: Sr. MicroStrategy Developer  

Job Summary  
Senior Level Data Engineer / Data Analyst who can work independently on Microstrategy Suite, ...SQL"
Cyber Security Architect,Airbus,https://www.tecnoempleo.com/cyber-security-architect-airbus/ciberseguridad-cissp-cssp/rf-95f2184b12088360d347,12/05/2025,Actualizada,Madrid,"Ciberseguridad, CISSP, CSSP",Actualizada,"Are you are interested in Cyber Security and Digital Transformation?

Are you willing to work in a multicultural environment, on a worldwide perimeter? 

Are you ready to ...CiberseguridadCISSPCSSP"
DBA Oracle Senior,Page Personnel,https://www.tecnoempleo.com/dba-oracle-senior-page-personnel/oracle-sql-pl-sql-plsql/rf-e75e1f6782e1a3f36b49,12/05/2025,Actualizada,Madrid,"oracle, SQL, PL/SQL",Actualizada,"Perfil buscado (Hombre/Mujer)

• Mantenimiento y mejora de las bases de datos Oracle  
• Realizar ajustes de rendimiento de la base de datos  
• Trabajar en estrecha...oracleSQLPL/SQL"
Java Lead/Architect,Axiom Software Solutions,https://www.tecnoempleo.com/java-lead-architect-axiom-software-solutions/java-spring-kubernetes/rf-081b195be25043022c43,12/05/2025,Actualizada,Holanda Septentrional,"java, spring, Kubernetes",Actualizada,"Role- Java Lead/Architect
Location – Amsterdam, Netherlands.
Duration: 6-12 month contract
Working Mode: Hybrid (2-3 days onsite a week)
Job Description:

•	...javaspringKubernetes"
SAP S4/HANA Source to Pay,sg tech,https://www.tecnoempleo.com/sap-s4-hana-source-to-pay-sg-tech/sap-hana/rf-70b416e4220413e0e642,12/05/2025,Actualizada,Madrid,"sap, hana",Actualizada,"Descripción

Desde Sg tech buscamos integrar un perfil que sea responsable del diseño y ejecución de los componentes de S/4HANA dentro de los procesos de negocio de ...saphana"
Fullstack Python+React,Cognizant Technology Solutions,https://www.tecnoempleo.com/fullstack-python-react-cognizant-technology-soluti/python-react/rf-89441a38b25603e3004c,12/05/2025,Actualizada,Barcelona,"Python, React",Actualizada,"Hybrid Model - Barcelona 

As a Fullstack, you will be responsible for developing and managing OMICS pipelines using React JS and Python to ensure high-quality deliverables...PythonReact"
